consumer_id,payment_type,payment_date,payment_amount
280232672886,338696 Boleto 991835,2022-09-29,R$ 1115.0
563249531684,214763 pix 625094,2020-05-31,R$ 12957.6
213868862794,credit_card 310556,2022-08-22,R$ 10362.2
786587308278,piX 921258,2021-07-02,R$ 11921.1
213868862794,850276 credit,2020-07-26,R$ 12693.3
524612336731,debit card 985934,2023-02-21,R$ 9776.8
108108596669,PIX 736854,2021-07-30,R$ 2358.8
524612336731,976871 credit MASTERCARD,2023-01-18,R$ 10978.7
31691588327,742530 BOLETO,2020-01-31,R$ 6871.5
80944542022,972253 PIX 968164,2021-05-27,R$ 9505.1
408872306889,616690 CREDIT TYPE 887386,2020-09-09,R$ 11885.9
472648277876,6121 credit_card 602452,2021-09-11,R$ 13662.6
246014869667,377818 debit card 711009,2023-02-07,R$ 9052.1
364560919590,799853 PIX@@ 568668,2021-07-21,R$ 10777.0
298728267101,711921 credit_card,2020-12-23,R$ 276.6
198700429310,debit card 51602,2021-06-21,R$ 8848.8
768789776296,475998 CREDIT TYPE,2020-09-05,R$ 9199.2
790761018077,277959 boleto 823084,2021-03-21,R$ 11312.4
286257776252,BOLETO 119081,2021-04-27,R$ 3988.5
299991443154,credit MASTERCARD 702942,2022-10-14,R$ 14934.6
432181322622,850373 DEBIT,2021-02-11,R$ 3669.5
556463592229,982484 debit card 25249,2022-09-24,R$ 204.0
298728267101,711921 credit_card,2020-03-25,R$ 10257.2
790761018077,697130 credit,2020-09-21,R$ 8017.7
31691588327,504002 debit card,2022-05-15,R$ 10568.6
241143435764,116867 DEBIT 838793,2022-07-25,R$ 13339.1
550322955051,463959 pix,2022-11-23,R$ 4300.0
435001420498,261823 debit card,2021-03-22,R$ 6141.4
213868862794,DEBIT 957515,2021-06-30,R$ 12950.8
31691588327,debit card 482312,2020-11-18,R$ 11442.0
286257776252,credit MASTERCARD 702942,2021-05-24,R$ 14471.3
557477458248,634620 credit MASTERCARD,2020-05-26,R$ 6352.1
396813913637,564962 piX,2021-05-11,R$ 6606.2
871606777479,BOLETO++ 109224,2020-05-23,R$ 9134.9
681306632429,Boleto 995152,2022-09-13,R$ 11809.6
286257776252,157920 CREDIT TYPE,2022-10-13,R$ 9803.3
666005766278,CREDIT TYPE 369307,2022-01-11,R$ 5122.5
729179824618,670965 piX,2020-05-03,R$ 12439.4
280232672886,80393 CREDIT TYPE 75296,2022-07-07,R$ 5340.0
280232672886,PIX 631574,2022-11-07,R$ 13782.8
276397454361,696907 DEBIT,2021-04-04,R$ 12082.2
31691588327,Boleto 39818,2020-08-06,R$ 13465.8
375616648160,71957 boleto,2020-10-30,R$ 3287.3
299991443154,542972 Pix,2023-02-11,R$ 6182.8
880010302690,debit card 74041,2022-01-18,R$ 2653.0
408872306889,523868 PIX@@,2020-08-22,R$ 1308.7
375616648160,830377 boleto,2020-06-03,R$ 14790.0
435001420498,533638 debit card,2021-07-29,R$ 13247.8
537718118852,29494 Pix 215971,2022-10-26,R$ 2743.5
83478781255,799853 PIX@@ 568668,2023-01-25,R$ 11553.1
80944542022,165489 credit MASTERCARD 476245,2022-08-26,R$ 5769.4
238954566695,debit card 985934,2021-12-18,R$ 107.3
774463871553,credit MASTERCARD 177735,2021-12-30,R$ 8942.6
438089492676,pix 987256,2020-04-21,R$ 14041.2
364560919590,credit_card 648831,2020-06-11,R$ 11290.1
871606777479,DEBIT 479217,2021-07-20,R$ 15082.0
634087794043,boleto 494177,2022-02-28,R$ 3169.0
271043982658,959565 boleto 355660,2022-04-01,R$ 15202.9
909987131450,679673 Boleto 861516,2022-08-02,R$ 13370.3
768789776296,PIX@@ 172359,2021-03-07,R$ 4802.8
375616648160,debit card 351264,2020-09-15,R$ 9364.9
286257776252,662419 credit,2023-02-09,R$ 12428.6
94854400223,237342 CREDIT TYPE 569601,2022-11-22,R$ 4621.1
241143435764,PIX 143223,2021-03-04,R$ 11467.1
768789776296,BOLETO 930236,2022-08-07,R$ 7214.7
80944542022,157920 CREDIT TYPE,2020-04-08,R$ 8502.8
264206396408,18497 boleto,2021-07-19,R$ 6649.5
446039262566,Boleto 33131,2022-10-05,R$ 3805.1
343866395672,309819 credit,2022-05-26,R$ 11078.4
537718118852,553978 BOLETO++ 230439,2022-05-29,R$ 2473.5
31691588327,30497 credit_card,2020-06-19,R$ 13742.9
806716553933,CREDIT TYPE 986288,2022-08-26,R$ 9631.6
144886524133,BOLETO 774615,2021-03-31,R$ 3416.3
288349499752,250382 Boleto 18871,2023-01-17,R$ 8934.8
246014869667,830377 boleto,2021-11-11,R$ 14623.1
198700429310,973555 Boleto,2020-10-13,R$ 5744.0
472648277876,credit MASTERCARD 784284,2020-02-28,R$ 15303.0
213868862794,509259 PIX@@,2021-08-15,R$ 13468.3
554496297587,102057 pix 975399,2022-03-13,R$ 827.3
576658664149,credit 753881,2022-08-03,R$ 14142.6
557477458248,credit MASTERCARD 220266,2021-05-02,R$ 9532.5
179211442849,credit_card 310556,2021-11-20,R$ 12268.8
677039694449,boleto 999928,2021-08-31,R$ 13542.2
432181322622,10769 BOLETO++ 686157,2021-08-21,R$ 9688.2
271043982658,148481 credit,2021-06-02,R$ 7112.8
559423839138,541429 CREDIT TYPE,2020-11-06,R$ 5992.8
213868862794,839638 DEBIT,2021-05-28,R$ 11962.1
344181374711,227054 BOLETO++,2021-04-07,R$ 8403.5
255541826046,793986 credit_card 255657,2021-04-06,R$ 4666.6
112269020567,Pix 152683,2021-03-11,R$ 3327.5
36738166061,679673 Boleto 861516,2023-01-18,R$ 6499.5
432181322622,378039 credit,2023-02-10,R$ 11818.9
241143435764,193874 PIX@@,2020-02-28,R$ 10647.0
556463592229,piX 632520,2020-08-16,R$ 3222.9
138664856189,BOLETO++ 455991,2021-11-09,R$ 4367.3
515648004009,BOLETO 956294,2020-09-10,R$ 2453.8
550322955051,357675 PIX@@ 990078,2022-06-24,R$ 11669.7
198700429310,542930 credit,2020-12-19,R$ 7713.8
18941584806,152979 piX,2023-03-04,R$ 9445.7
736740435118,850276 credit,2022-01-28,R$ 8573.5
99916484487,743769 pix,2021-04-29,R$ 673.7
866988917063,credit_card 581472,2023-03-01,R$ 5970.6
774463871553,debit card 65834,2022-06-24,R$ 13591.8
286257776252,414034 credit MASTERCARD,2022-03-05,R$ 11491.6
343866395672,credit_card 310556,2022-06-28,R$ 4100.8
286257776252,850373 DEBIT,2020-03-27,R$ 15490.3
375616648160,524063 debit card 201331,2020-07-13,R$ 2168.9
298728267101,Boleto 39818,2020-12-24,R$ 663.5
557477458248,credit MASTERCARD 220266,2021-01-23,R$ 4625.8
179211442849,768887 BOLETO 748323,2021-08-24,R$ 9576.8
280232672886,PIX 631574,2023-01-24,R$ 8154.0
264206396408,135572 debit card 379453,2020-09-26,R$ 6982.3
375616648160,PIX 513821,2021-10-20,R$ 13808.4
866988917063,580209 Boleto 626850,2021-09-22,R$ 14222.1
806716553933,561571 credit ELO 495865,2021-11-01,R$ 8349.6
344181374711,839638 DEBIT,2022-06-18,R$ 11848.4
550322955051,credit 597169,2021-11-07,R$ 10620.3
215553816837,635173 piX,2021-10-19,R$ 7552.9
213868862794,BOLETO++ 773586,2020-06-11,R$ 7662.2
346748702943,138012 credit 856499,2021-03-16,R$ 1243.1
611332772073,494004 credit_card,2021-10-12,R$ 246.3
786587308278,DEBIT 577698,2020-07-28,R$ 8081.2
408872306889,327148 boleto,2021-12-07,R$ 2563.1
346748702943,184934 BOLETO,2021-12-26,R$ 1606.4
280232672886,633584 pix 485313,2020-01-29,R$ 1407.6
94854400223,325608 boleto,2023-03-13,R$ 4929.3
594284671075,670965 piX,2020-04-01,R$ 6781.4
569693067703,268645 Boleto,2021-10-11,R$ 9295.0
677039694449,145326 piX,2022-10-22,R$ 5846.2
280232672886,boleto 139728,2022-09-17,R$ 10614.1
286257776252,credit_card 648831,2020-08-27,R$ 9755.9
727387933243,38929 DEBIT,2021-08-02,R$ 8612.9
559423839138,PIX 279638,2021-04-15,R$ 3864.4
36738166061,credit MASTERCARD 220266,2022-11-23,R$ 13645.0
790761018077,945078 piX,2020-01-02,R$ 11933.2
432181322622,160451 BOLETO,2023-02-27,R$ 13019.5
213868862794,CREDIT TYPE 322931,2020-05-27,R$ 13150.3
238954566695,DEBIT 162341,2022-06-22,R$ 15192.2
483464196913,752090 credit_card 21094,2020-03-19,R$ 13648.0
970765234831,315994 DEBIT,2020-11-17,R$ 1576.3
138664856189,275320 piX 751811,2022-05-26,R$ 12216.6
472648277876,6121 credit_card 602452,2022-10-16,R$ 4266.5
866988917063,973555 Boleto,2023-01-07,R$ 7057.5
916089543181,642441 BOLETO++ 264367,2022-03-20,R$ 1191.1
671730620024,boleto 494177,2022-12-22,R$ 6916.0
727387933243,616690 CREDIT TYPE 887386,2021-07-01,R$ 9444.7
681306632429,pix 532490,2020-05-12,R$ 15059.0
554496297587,170985 credit_card 426045,2021-05-15,R$ 5722.0
280232672886,552117 BOLETO++,2022-01-28,R$ 4174.0
179211442849,742530 BOLETO,2020-05-16,R$ 13552.0
213868862794,548593 credit ELO 568412,2022-11-21,R$ 4614.7
225005483108,258599 boleto 496515,2020-04-22,R$ 14398.5
537718118852,credit MASTERCARD 784284,2021-01-09,R$ 8456.5
18941584806,358677 BOLETO++,2020-05-04,R$ 1531.8
677039694449,PIX 513821,2022-02-19,R$ 5468.2
727387933243,229097 PIX 211447,2020-03-01,R$ 755.2
432181322622,BOLETO++ 967332,2020-02-12,R$ 3826.2
472648277876,debit card 772277,2022-10-14,R$ 3181.2
446039262566,921266 Pix,2022-09-11,R$ 10672.3
94854400223,740303 piX,2020-05-04,R$ 1220.7
80944542022,145326 piX,2020-07-16,R$ 14356.5
859675575665,315994 DEBIT,2021-01-19,R$ 3394.4
634087794043,850373 DEBIT,2022-10-28,R$ 14736.4
285060886299,160451 BOLETO,2021-03-15,R$ 14396.6
36738166061,907490 debit card,2022-11-12,R$ 5070.3
432181322622,643214 debit card,2020-02-14,R$ 3190.6
576658664149,165489 credit MASTERCARD 476245,2020-03-08,R$ 13510.5
408872306889,180533 DEBIT,2022-04-11,R$ 1342.2
238954566695,BOLETO++ 109224,2021-09-22,R$ 10779.8
611332772073,281720 credit_card,2020-09-02,R$ 11709.9
681306632429,232166 PIX,2022-04-24,R$ 3344.7
288778337071,258599 boleto 496515,2021-07-14,R$ 13949.3
288349499752,972253 PIX 968164,2022-11-06,R$ 11004.7
681306632429,494004 credit_card,2020-02-06,R$ 2917.5
576658664149,credit_card 81940,2021-08-25,R$ 5364.9
556463592229,780203 debit card 358902,2020-12-11,R$ 11829.3
99916484487,boleto 289551,2021-09-04,R$ 3774.8
677039694449,202934 PIX@@ 357298,2021-12-23,R$ 3520.2
729179824618,605130 credit_card 282851,2020-01-06,R$ 12726.0
472648277876,564962 piX,2021-05-07,R$ 3826.8
920013963772,989544 PIX,2020-09-13,R$ 15205.4
979511667951,907128 debit card,2022-01-30,R$ 9620.4
457509068524,29494 Pix 215971,2021-12-20,R$ 13796.2
285060886299,credit_card 648831,2022-12-18,R$ 9584.3
343866395672,92862 credit ELO,2020-04-02,R$ 5156.4
447416760995,credit_card 9626,2021-06-16,R$ 613.2
569693067703,DEBIT 837568,2022-01-04,R$ 5601.8
924529270294,263996 DEBIT 611501,2021-05-15,R$ 1143.3
213868862794,808871 DEBIT,2022-05-01,R$ 14956.1
396813913637,43997 PIX 395126,2020-07-19,R$ 15377.6
634087794043,DEBIT 239396,2020-08-04,R$ 13937.4
285060886299,10769 BOLETO++ 686157,2022-10-09,R$ 14512.5
576658664149,768887 BOLETO 748323,2021-06-14,R$ 11397.3
213868862794,697130 credit,2022-04-18,R$ 13703.8
112269020567,PIX@@ 773440,2021-07-31,R$ 4304.1
364560919590,959565 boleto 355660,2022-03-04,R$ 4608.8
768789776296,562001 credit MASTERCARD,2021-09-16,R$ 12333.8
677039694449,PIX 667323,2022-10-12,R$ 3783.2
396813913637,135457 CREDIT TYPE 389784,2022-02-07,R$ 14369.8
924529270294,157920 CREDIT TYPE,2021-06-09,R$ 14929.0
438089492676,696907 DEBIT,2020-08-15,R$ 9279.5
634087794043,730081 debit card,2021-02-20,R$ 12121.1
271043982658,190664 credit ELO,2022-06-08,R$ 6929.3
524612336731,DEBIT 479217,2023-01-15,R$ 1602.1
806716553933,851369 DEBIT 807534,2021-07-15,R$ 10452.4
472648277876,765892 debit card 56325,2021-04-01,R$ 4092.7
576658664149,919252 BOLETO,2021-01-24,R$ 1102.2
83478781255,844388 Pix,2022-03-19,R$ 13512.2
524612336731,BOLETO++ 530163,2022-06-04,R$ 12336.3
569693067703,628762 debit card 476766,2022-05-24,R$ 6583.8
557477458248,996374 credit 828647,2022-04-15,R$ 4206.9
457509068524,830377 boleto,2020-01-12,R$ 3034.9
31691588327,184934 BOLETO,2022-06-12,R$ 4714.9
729179824618,6121 credit_card 602452,2021-01-05,R$ 1484.3
435001420498,58189 credit ELO,2021-12-05,R$ 6883.3
408872306889,420301 boleto,2020-04-10,R$ 5718.2
924529270294,254437 credit,2020-11-30,R$ 11443.4
215553816837,PIX 143223,2021-02-27,R$ 1967.8
276397454361,190664 credit ELO,2022-07-19,R$ 8138.9
198700429310,417154 debit card 609634,2020-03-07,R$ 6222.4
677039694449,14912 credit MASTERCARD,2021-01-16,R$ 14873.1
920013963772,417154 debit card 609634,2022-09-28,R$ 2605.2
806716553933,605130 credit_card 282851,2020-09-29,R$ 4893.0
343866395672,202934 PIX@@ 357298,2021-11-20,R$ 1122.5
238954566695,417154 debit card 609634,2023-02-08,R$ 1059.4
576658664149,DEBIT 154998,2021-01-01,R$ 1119.4
198700429310,494192 BOLETO++,2023-01-22,R$ 10991.0
569693067703,BOLETO++ 988263,2023-01-05,R$ 5172.3
246014869667,719558 PIX@@ 826024,2022-04-23,R$ 2939.6
924529270294,DEBIT 669119,2020-08-15,R$ 8335.2
790761018077,277959 boleto 823084,2021-06-23,R$ 3322.8
108108596669,debit card 953681,2021-01-09,R$ 3453.2
634087794043,324534 PIX 590310,2021-09-02,R$ 6342.7
288349499752,609874 credit ELO,2022-02-02,R$ 5865.6
435001420498,58189 credit ELO,2022-10-29,R$ 14570.7
871606777479,PIX@@ 773440,2020-07-12,R$ 13449.6
446039262566,4247 credit,2020-04-10,R$ 8309.8
432181322622,credit MASTERCARD 784284,2021-11-10,R$ 9782.4
246014869667,782722 debit card,2020-03-26,R$ 1288.5
435001420498,417154 debit card 609634,2020-07-25,R$ 13344.2
387198526728,piX 632520,2021-11-21,R$ 13901.4
198700429310,572427 piX,2022-09-26,R$ 1818.9
576658664149,107574 BOLETO++ 493423,2022-12-20,R$ 7201.1
346748702943,34642 debit card,2020-12-04,R$ 7803.1
288349499752,51711 BOLETO++ 928175,2020-12-09,R$ 14551.4
271043982658,debit card 610597,2022-06-24,R$ 6875.9
280232672886,6121 credit_card 602452,2022-10-28,R$ 15317.6
677039694449,780203 debit card 358902,2023-01-28,R$ 919.3
246014869667,309819 credit,2023-01-03,R$ 3799.8
970765234831,957725 boleto 85131,2023-01-12,R$ 4262.8
280232672886,debit card 910408,2022-08-19,R$ 4016.0
94854400223,524063 debit card 201331,2020-02-08,R$ 11080.9
432181322622,credit MASTERCARD 404830,2023-01-10,R$ 7195.2
916089543181,153793 BOLETO,2022-05-17,R$ 557.1
671730620024,581114 credit,2022-10-28,R$ 15204.6
587603190359,425120 BOLETO++,2020-11-18,R$ 12586.7
280232672886,credit 597169,2022-02-25,R$ 7702.6
920013963772,107574 BOLETO++ 493423,2022-07-05,R$ 7629.6
288349499752,972253 PIX 968164,2021-10-08,R$ 13373.0
594284671075,DEBIT 259207,2022-05-22,R$ 9779.4
677039694449,138012 credit 856499,2021-02-05,R$ 5145.0
74871225567,654456 PIX 493484,2020-09-22,R$ 11632.2
786587308278,670965 piX,2021-12-09,R$ 3230.4
554496297587,886200 piX,2020-05-06,R$ 551.4
634087794043,471342 Pix 22015,2022-05-29,R$ 11294.9
94854400223,504002 debit card,2022-07-30,R$ 13866.1
909987131450,850276 credit,2021-03-19,R$ 12621.3
408872306889,957725 boleto 85131,2023-01-03,R$ 14908.7
594284671075,PIX 279638,2021-06-26,R$ 4292.4
576658664149,982484 debit card 25249,2020-08-18,R$ 7900.9
611332772073,462142 piX 165343,2021-01-21,R$ 3986.4
880010302690,Boleto 39818,2023-01-16,R$ 8550.4
548272197141,BOLETO++ 362213,2020-10-12,R$ 2646.8
576658664149,52171 DEBIT 159844,2023-03-12,R$ 8551.3
557477458248,214763 pix 625094,2022-07-22,R$ 2684.2
36738166061,440893 debit card,2023-02-06,R$ 226.2
991878575072,541429 CREDIT TYPE,2020-10-10,R$ 12380.5
576658664149,533638 debit card,2021-09-28,R$ 8599.6
344181374711,111434 BOLETO++ 134017,2021-02-19,R$ 10550.6
576658664149,309819 credit,2022-10-28,R$ 14457.8
364560919590,560641 piX,2022-09-12,R$ 7045.9
31691588327,136536 Pix 137081,2020-03-19,R$ 4675.0
179211442849,268645 Boleto,2022-10-18,R$ 7135.7
446039262566,438283 credit_card 887651,2022-03-22,R$ 10091.0
408872306889,886200 piX,2020-07-02,R$ 7473.3
774463871553,408794 Boleto 622204,2023-02-26,R$ 14798.4
970765234831,850373 DEBIT,2022-10-30,R$ 9729.2
550322955051,419915 debit card 355557,2020-12-16,R$ 1192.2
580873576795,466419 boleto 448330,2021-11-13,R$ 6846.8
435001420498,826493 credit,2022-05-04,R$ 8340.0
179211442849,10769 BOLETO++ 686157,2020-05-28,R$ 3391.8
677039694449,957521 CREDIT TYPE 86491,2020-06-05,R$ 1839.7
790761018077,debit card 74041,2022-10-18,R$ 8046.8
364560919590,DEBIT 837568,2021-03-22,R$ 14915.1
280232672886,Pix 323856,2021-10-24,R$ 6989.5
375616648160,piX 534031,2021-03-10,R$ 8971.8
288349499752,335791 PIX@@,2021-02-08,R$ 9989.0
515648004009,18941 BOLETO 805566,2020-10-23,R$ 6205.8
74871225567,931752 PIX,2022-10-16,R$ 5644.1
924529270294,989544 PIX,2022-10-01,R$ 7698.2
285060886299,credit ELO 95392,2021-12-14,R$ 8938.5
874586818177,389211 credit ELO,2020-01-10,R$ 2119.1
563249531684,458644 PIX@@,2021-06-02,R$ 9412.6
435001420498,piX 375466,2023-02-08,R$ 946.6
280232672886,281720 credit_card,2021-10-26,R$ 6393.2
677039694449,317783 debit card,2022-04-21,R$ 11348.9
144886524133,591201 BOLETO,2023-03-02,R$ 4247.6
677039694449,piX 632520,2022-12-28,R$ 1058.6
874586818177,458644 PIX@@,2022-09-24,R$ 10016.1
916089543181,credit 594981,2022-01-25,R$ 9743.1
346748702943,piX 921258,2022-07-13,R$ 11231.9
375616648160,919252 BOLETO,2020-01-17,R$ 13023.1
103113440676,829497 DEBIT,2020-10-04,R$ 10237.7
408872306889,credit_card 494796,2020-07-31,R$ 13855.3
255541826046,DEBIT 333067,2021-03-24,R$ 11481.2
576658664149,PIX 279638,2021-09-18,R$ 919.6
298728267101,69933 debit card 165450,2020-01-07,R$ 7483.9
198700429310,18497 boleto,2022-05-15,R$ 4665.7
569693067703,debit card 772277,2020-03-23,R$ 12715.8
991878575072,boleto 877587,2020-12-01,R$ 14276.0
344181374711,credit 898332,2020-01-05,R$ 8021.7
264206396408,credit_card 9626,2021-01-06,R$ 7744.6
276397454361,317783 debit card,2022-08-03,R$ 14275.7
569693067703,338696 Boleto 991835,2020-02-02,R$ 3790.7
611332772073,113181 debit card 188514,2020-05-07,R$ 7369.5
198700429310,debit card 482312,2020-11-01,R$ 8645.7
368068609741,516467 debit card,2020-03-31,R$ 7376.6
447416760995,DEBIT 162341,2022-02-13,R$ 104.4
457509068524,CREDIT TYPE 42959,2023-01-15,R$ 468.2
435001420498,718448 DEBIT 524811,2022-11-01,R$ 4178.0
924529270294,credit 538872,2022-05-12,R$ 6052.1
594284671075,DEBIT 957515,2021-01-12,R$ 4830.2
198700429310,263996 DEBIT 611501,2020-09-24,R$ 2998.3
634087794043,111434 BOLETO++ 134017,2020-09-17,R$ 5683.5
871606777479,499871 Boleto,2021-12-30,R$ 6195.3
375616648160,107574 BOLETO++ 493423,2020-06-14,R$ 11418.1
368068609741,95763 boleto 245148,2020-03-15,R$ 10776.9
611332772073,152979 piX,2021-06-18,R$ 113.0
288778337071,851369 DEBIT 807534,2021-08-05,R$ 7711.4
36738166061,debit card 727448,2021-07-07,R$ 6758.0
280232672886,982484 debit card 25249,2022-08-04,R$ 14883.4
74871225567,debit card 65834,2020-08-23,R$ 12509.2
138664856189,credit_card 494796,2021-06-08,R$ 12793.3
569693067703,498920 Pix,2020-03-01,R$ 4458.0
80944542022,290267 debit card 28249,2023-02-02,R$ 6075.5
634087794043,213638 DEBIT 26536,2021-12-13,R$ 1695.5
876385294853,pix 742984,2022-11-23,R$ 2122.3
99916484487,563253 debit card,2021-09-16,R$ 2150.2
924529270294,261823 debit card,2020-03-19,R$ 12873.6
446039262566,Pix 53626,2020-10-23,R$ 8119.8
991878575072,debit card 727448,2020-01-14,R$ 96.9
556463592229,186958 Pix 285374,2020-04-11,R$ 14030.9
871606777479,59667 pix 776898,2021-07-29,R$ 133.4
876385294853,DEBIT 957515,2022-11-12,R$ 9844.4
916089543181,830377 boleto,2021-08-02,R$ 7303.9
19814030260,236630 PIX@@ 103272,2021-10-16,R$ 5452.9
576658664149,911948 debit card 447240,2023-01-15,R$ 13615.7
144886524133,186958 Pix 285374,2020-07-09,R$ 12899.5
681306632429,976871 credit MASTERCARD,2022-04-06,R$ 5719.4
255541826046,credit_card 364090,2022-09-18,R$ 14964.3
438089492676,10769 BOLETO++ 686157,2021-10-23,R$ 6498.9
447416760995,piX 632520,2021-09-15,R$ 1934.8
576658664149,989544 PIX,2020-09-05,R$ 3535.8
271043982658,184934 BOLETO,2022-04-26,R$ 4782.9
396813913637,583324 BOLETO 858014,2022-12-22,R$ 5544.7
563249531684,509259 PIX@@,2021-07-02,R$ 12841.9
457509068524,799853 PIX@@ 568668,2022-07-14,R$ 7478.0
472648277876,830377 boleto,2022-01-19,R$ 1648.0
375616648160,credit MASTERCARD 702942,2021-03-14,R$ 12703.1
611332772073,361069 pix,2021-11-28,R$ 5359.3
271043982658,696907 DEBIT,2021-03-16,R$ 13311.3
515648004009,922961 boleto,2023-02-18,R$ 12250.8
874586818177,Boleto 39818,2022-11-21,R$ 10123.3
64917395004,pix 532490,2022-11-01,R$ 9028.1
871606777479,credit 629960,2021-07-06,R$ 10597.7
285060886299,345968 PIX@@ 148982,2022-02-11,R$ 13160.6
276397454361,debit card 311103,2023-03-01,R$ 6484.1
344181374711,boleto 726907,2023-01-06,R$ 4385.9
225005483108,563304 PIX@@ 718841,2020-01-15,R$ 10054.6
457509068524,credit 753881,2020-04-15,R$ 15269.6
729179824618,DEBIT 957515,2021-09-07,R$ 11199.9
280232672886,471318 Boleto,2023-03-11,R$ 2527.3
346748702943,PIX 667323,2021-01-30,R$ 11783.8
991878575072,542726 DEBIT 709727,2023-03-26,R$ 10182.3
18941584806,credit_card 391212,2021-02-09,R$ 13383.6
666005766278,Boleto 719751,2020-08-04,R$ 4699.1
83478781255,CREDIT TYPE 607988,2020-03-25,R$ 9515.7
447416760995,debit card 31092,2020-10-23,R$ 1157.4
677039694449,922961 boleto,2021-06-22,R$ 9638.7
594162829672,Boleto 565104,2021-07-25,R$ 11581.9
866988917063,59667 pix 776898,2021-10-02,R$ 8706.8
94854400223,CREDIT TYPE 986288,2021-09-17,R$ 6724.8
396813913637,PIX 264424,2020-05-20,R$ 5585.1
364560919590,583324 BOLETO 858014,2020-04-17,R$ 6319.6
515648004009,CREDIT TYPE 322931,2021-01-24,R$ 7279.0
729179824618,591201 BOLETO,2020-12-26,R$ 14748.3
554496297587,BOLETO++ 455991,2021-04-12,R$ 11498.2
924529270294,498920 Pix,2020-04-01,R$ 6592.7
264206396408,193506 Pix,2022-07-22,R$ 10029.0
515648004009,BOLETO 774615,2021-01-28,R$ 3985.4
594284671075,976871 credit MASTERCARD,2021-04-03,R$ 9810.4
299991443154,275320 piX 751811,2020-01-16,R$ 3970.9
515648004009,Pix 822218,2022-01-20,R$ 14966.7
790761018077,213638 DEBIT 26536,2020-10-01,R$ 14247.4
537718118852,289275 boleto 882655,2021-04-19,R$ 1655.0
238954566695,425120 BOLETO++,2021-08-24,R$ 5938.5
880010302690,268645 Boleto,2020-06-12,R$ 3285.2
729179824618,CREDIT TYPE 42959,2020-07-30,R$ 4716.9
554496297587,debit card 610597,2021-05-09,R$ 6263.2
264206396408,423350 debit card,2021-04-24,R$ 12930.5
559423839138,583324 BOLETO 858014,2021-09-15,R$ 4253.1
681306632429,BOLETO++ 530163,2021-04-12,R$ 10131.7
390322188868,509259 PIX@@,2023-02-07,R$ 6700.6
447416760995,670965 piX,2020-01-11,R$ 15479.3
457509068524,646555 debit card 152764,2020-05-19,R$ 12798.4
276397454361,194510 DEBIT 959337,2020-10-25,R$ 7458.5
344181374711,646555 debit card 152764,2022-02-26,R$ 15170.1
432181322622,795256 credit MASTERCARD,2022-09-25,R$ 10697.4
446039262566,PIX 183937,2020-11-06,R$ 643.0
611332772073,830377 boleto,2022-03-09,R$ 2129.6
288778337071,408794 Boleto 622204,2020-07-17,R$ 11886.9
666005766278,922961 boleto,2022-02-25,R$ 14143.2
806716553933,948935 debit card 9096,2021-04-05,R$ 10215.2
375616648160,959565 boleto 355660,2020-06-03,R$ 13431.3
916089543181,credit_card 98311,2020-11-28,R$ 4289.9
594284671075,153793 BOLETO,2022-12-31,R$ 6222.9
408872306889,250382 Boleto 18871,2020-11-20,R$ 15508.9
390322188868,Boleto 719751,2020-05-09,R$ 1729.6
288349499752,PIX 480554,2021-02-17,R$ 4777.9
916089543181,885652 DEBIT 337491,2022-10-28,R$ 351.7
286257776252,debit card 65834,2021-10-26,R$ 10510.0
346748702943,78862 DEBIT 641374,2022-02-18,R$ 211.4
94854400223,907490 debit card,2021-05-06,R$ 5801.0
408872306889,113181 debit card 188514,2021-09-16,R$ 193.6
634087794043,credit 594981,2022-10-25,R$ 7087.4
387198526728,516467 debit card,2021-01-08,R$ 8693.2
417928180760,662419 credit,2022-11-09,R$ 9740.9
284840717577,boleto 435189,2020-09-14,R$ 12410.8
806716553933,193874 PIX@@,2021-10-11,R$ 12565.7
634087794043,560641 piX,2020-09-17,R$ 546.2
559423839138,debit card 51602,2022-07-26,R$ 14703.9
280232672886,654456 PIX 493484,2023-03-19,R$ 8999.5
74871225567,614538 piX 513217,2020-03-31,R$ 1877.1
866988917063,425120 BOLETO++,2020-06-06,R$ 12314.9
557477458248,553978 BOLETO++ 230439,2022-05-30,R$ 10684.5
408872306889,boleto 435189,2021-11-10,R$ 10209.8
179211442849,credit_card 391212,2021-07-18,R$ 9422.9
611332772073,BOLETO++ 109224,2022-11-14,R$ 2345.4
557477458248,766217 debit card 890719,2022-06-20,R$ 11134.7
446039262566,458644 PIX@@,2021-06-16,R$ 6855.1
99916484487,boleto 139728,2020-08-29,R$ 11879.0
727387933243,14912 credit MASTERCARD,2021-05-25,R$ 13500.2
556463592229,919252 BOLETO,2021-02-08,R$ 9211.6
255541826046,credit_card 9626,2022-08-26,R$ 7918.8
866988917063,357675 PIX@@ 990078,2022-03-15,R$ 7949.3
916089543181,222730 CREDIT TYPE 866028,2020-10-07,R$ 5817.8
246014869667,184934 BOLETO,2021-08-14,R$ 8623.0
569693067703,credit MASTERCARD 791721,2022-08-30,R$ 8780.3
198700429310,pix 987256,2020-09-11,R$ 11543.1
790761018077,111434 BOLETO++ 134017,2020-09-25,R$ 440.8
396813913637,766217 debit card 890719,2021-01-10,R$ 3082.8
774463871553,DEBIT 112369,2021-04-20,R$ 1071.0
634087794043,315994 DEBIT,2020-05-31,R$ 5715.7
